rhoc,M,R,Lambda,I,Mb
1.847161206030152250e+15,2.021056803621678277e+00,2.000000000000101963e+01,1.307902869080725239e+01,2.135840032670204724e+00,2.325614521742774166e+00
1.856229145728644750e+15,2.020404246050226504e+00,2.000000000000101963e+01,1.297298560183464744e+01,2.130799258788455219e+00,2.324642976914350623e+00
1.865297085427137250e+15,2.019737365941878249e+00,2.000000000000101963e+01,1.286871110308617183e+01,2.125753729752834609e+00,2.323650495621079060e+00
1.874365025125629750e+15,2.019055119136734522e+00,2.000000000000101963e+01,1.276803368801672356e+01,2.120720716598150091e+00,2.322635374362311378e+00
1.883432964824122250e+15,2.018358717525460921e+00,2.000000000000101963e+01,1.266782834280448000e+01,2.115683858256423910e+00,2.321598940131227362e+00
1.892500904522614500e+15,2.017648892482328371e+00,2.000000000000101963e+01,1.256928091434557260e+01,2.110646813727215854e+00,2.320543668061850973e+00
1.901568844221107000e+15,2.016926408508836754e+00,2.000000000000101963e+01,1.247297768293766396e+01,2.105630759317560496e+00,2.319469620404543964e+00
1.910636783919599500e+15,2.016192680448043895e+00,2.000000000000101963e+01,1.237942497368543826e+01,2.100629882833861650e+00,2.318378683600548218e+00
1.919704723618092000e+15,2.015446474604861926e+00,2.000000000000101963e+01,1.228833184487531760e+01,2.095643739051693100e+00,2.317268430044200134e+00
1.928772663316584500e+15,2.014690704566408641e+00,2.000000000000101963e+01,1.219684318759117936e+01,2.090673655877739012e+00,2.316144947780481633e+00
1.937840603015077000e+15,2.013920473568291403e+00,2.000000000000101963e+01,1.211027171609541320e+01,2.085700346308693387e+00,2.314999930403415451e+00
1.946908542713569500e+15,2.013141239329753418e+00,2.000000000000101963e+01,1.202284810304757912e+01,2.080744467362014127e+00,2.313841893565949714e+00
1.955976482412062000e+15,2.012351816681620775e+00,2.000000000000101963e+01,1.193882427844575389e+01,2.075809086086812361e+00,2.312667759236530785e+00
