EoS,branch2,branch1,m2_source,rhoc2,R2,lambda2,I2,Mb2,m1_source,rhoc1,R1,lambda1,I1,Mb1,Mmax
./macro-h4.csv,0,0,1.17597136376,4.85777453504e+14,20.0,2175.05047797,1.45199704659,1.26536525486,1.58531191201,6.71927789671e+14,20.0,357.672198296,2.12806378718,1.75855703223,2.0312320185289536
./macro-h4.csv,0,0,1.1761830768,4.85838588189e+14,20.0,2172.79575402,1.45235004141,1.26561178263,1.58500913058,6.71744153798e+14,20.0,358.153082317,2.12760774934,1.75817967049,2.0312320185289536
./macro-h4.csv,0,0,1.17639475734,4.85899713486e+14,20.0,2170.54137633,1.45270298202,1.26585827255,1.58470652991,6.71560627553e+14,20.0,358.633679255,2.12715198376,1.75780253403,2.0312320185289536
./macro-h4.csv,0,0,1.17660640538,4.85960829399e+14,20.0,2168.2873447,1.45305586845,1.26610472462,1.58440410982,6.7137721083e+14,20.0,359.113989389,2.12669649015,1.75742562263,2.0312320185289536
./macro-h4.csv,0,0,1.17681802094,4.86021935935e+14,20.0,2166.03365893,1.45340870074,1.26635113889,1.58410187014,6.71193903522e+14,20.0,359.594013,2.12624126827,1.75704893607,2.0312320185289536
./macro-h4.csv,0,0,1.17702960405,4.86083033099e+14,20.0,2163.78031883,1.45376147891,1.26659751536,1.58379981068,6.71010705524e+14,20.0,360.073750365,2.12578631784,1.75667247414,2.0312320185289536
./macro-h4.csv,0,0,1.17724115472,4.86144120895e+14,20.0,2161.52732419,1.45411420299,1.26684385405,1.58349793129,6.70827616728e+14,20.0,360.553201763,2.1253316386,1.75629623661,2.0312320185289536
./macro-h4.csv,0,0,1.17745267297,4.8620519933e+14,20.0,2159.27467481,1.45446687302,1.26709015499,1.58319623177,6.70644637028e+14,20.0,361.032367472,2.12487723029,1.75592022327,2.0312320185289536
./macro-h4.csv,0,0,1.17766415882,4.86266268409e+14,20.0,2157.02237051,1.45481948903,1.26733641821,1.58289471195,6.70461766319e+14,20.0,361.511247769,2.12442309265,1.7555444339,2.0312320185289536
./macro-h4.csv,0,0,1.17787561228,4.86327328136e+14,20.0,2154.77041109,1.45517205104,1.26758264372,1.58259337167,6.70279004495e+14,20.0,361.989842932,2.12396922541,1.75516886828,2.0312320185289536
./macro-h4.csv,0,0,1.17808703339,4.86388378518e+14,20.0,2152.51879633,1.4555245591,1.26782883154,1.58229221075,6.70096351449e+14,20.0,362.468153238,2.12351562831,1.7547935262,2.0312320185289536
./macro-h4.csv,0,0,1.17829842214,4.8644941956e+14,20.0,2150.26752606,1.45587701322,1.26807498169,1.581991229,6.69913807077e+14,20.0,362.946178962,2.12306230108,1.75441840743,2.0312320185289536
./macro-h4.csv,0,0,1.17850977857,4.86510451267e+14,20.0,2148.01660008,1.45622941344,1.2683210942,1.58169042627,6.69731371273e+14,20.0,363.423920382,2.12260924347,1.75404351177,2.0312320185289536
./macro-h4.csv,0,0,1.17872110269,4.86571473645e+14,20.0,2145.76601818,1.45658175979,1.2685671691,1.58138980236,6.69549043932e+14,20.0,363.901377773,2.12215645522,1.75366883899,2.0312320185289536
./macro-h4.csv,0,0,1.17893239452,4.86632486698e+14,20.0,2143.51578017,1.4569340523,1.26881320638,1.58108935712,6.69366824948e+14,20.0,364.378551409,2.12170393606,1.75329438888,2.0312320185289536
./macro-h4.csv,0,0,1.17914365407,4.86693490432e+14,20.0,2141.26588586,1.457286291,1.2690592061,1.58078909037,6.69184714216e+14,20.0,364.855441567,2.12125168573,1.75292016122,2.0312320185289536
./macro-h4.csv,0,0,1.17935488138,4.86754484852e+14,20.0,2139.01633505,1.45763847593,1.26930516825,1.58048900194,6.69002711632e+14,20.0,365.33204852,2.12079970397,1.7525461558,2.0312320185289536
./macro-h4.csv,0,0,1.17956607644,4.86815469964e+14,20.0,2136.76712755,1.45799060711,1.26955109286,1.58018909164,6.68820817091e+14,20.0,365.808372544,2.12034799052,1.7521723724,2.0312320185289536
./macro-h4.csv,0,0,1.17977723929,4.86876445773e+14,20.0,2134.51826315,1.45834268457,1.26979697997,1.57988935932,6.68639030489e+14,20.0,366.284413911,2.11989654513,1.75179881081,2.0312320185289536
./macro-h4.csv,0,0,1.17998836994,4.86937412284e+14,20.0,2132.26974167,1.45869470834,1.27004282957,1.57958980479,6.6845735172e+14,20.0,366.760172896,2.11944536752,1.75142547081,2.0312320185289536
