rhoc,M,R,Lambda,I,Mb
1.366560402010053500e+15,2.019343550445173552e+00,1.213003935000014089e+01,2.636734384184120827e+01,2.393077102444304938e+00,2.324865906149090833e+00
1.375628341708546000e+15,2.020419434021639926e+00,1.211003945000013715e+01,2.588224198704556756e+01,2.388599879484968103e+00,2.326350181636808401e+00
1.384696281407038500e+15,2.021437024891065803e+00,1.209003955000013519e+01,2.541221748124444346e+01,2.384046279222928000e+00,2.327753286368369867e+00
1.393764221105531000e+15,2.022402976989858381e+00,1.208003960000013421e+01,2.495583820213980175e+01,2.379431453305694166e+00,2.329086903820344112e+00
1.402832160804023500e+15,2.023311935456414190e+00,1.206003970000013226e+01,2.451387352521474128e+01,2.374752343861529891e+00,2.330340210611599350e+00
1.411900100502516000e+15,2.024168739827330032e+00,1.204003980000013030e+01,2.408485083691297746e+01,2.370009843859570697e+00,2.331520972633033928e+00
1.420968040201008500e+15,2.024973293540978325e+00,1.202003990000012834e+01,2.366804734200430715e+01,2.365213597290279246e+00,2.332627488926459325e+00
1.430035979899501000e+15,2.025727897950194478e+00,1.201003995000012736e+01,2.326468120768095460e+01,2.360356494583157438e+00,2.333665534145420661e+00
1.439103919597993500e+15,2.026434287933363887e+00,1.199004005000012540e+01,2.287054833224127748e+01,2.355442987208950623e+00,2.334637954288101280e+00
1.448171859296486000e+15,2.027089873764439609e+00,1.197004015000012167e+01,2.248814442472705721e+01,2.350477266789357866e+00,2.335536132944491694e+00
1.457239798994978500e+15,2.027690098687707554e+00,1.195004025000011971e+01,2.212316986834459698e+01,2.345538960721434751e+00,2.336357971544873013e+00
1.466307738693471000e+15,2.028225739212027534e+00,1.194004030000011873e+01,2.178046668581269785e+01,2.340757132696612786e+00,2.337092223453684170e+00
1.475375678391963500e+15,2.028706373665667861e+00,1.192004040000011678e+01,2.145558132756475800e+01,2.336029255024460127e+00,2.337745018961361332e+00
1.484443618090455750e+15,2.029142740826238356e+00,1.191004045000011580e+01,2.114191173959924441e+01,2.331319397790457160e+00,2.338340281360465234e+00
1.493511557788948250e+15,2.029532818298526387e+00,1.189004055000011384e+01,2.084189942655956429e+01,2.326622650422248917e+00,2.338867024333782130e+00
1.502579497487440750e+15,2.029885472683309544e+00,1.188004060000011286e+01,2.054945467856472874e+01,2.321930291940477176e+00,2.339343934981925166e+00
1.511647437185933250e+15,2.030197476417284985e+00,1.186004070000011090e+01,2.026827627581727143e+01,2.317238904169132141e+00,2.339761873811377679e+00
1.520715376884425750e+15,2.030469297941864593e+00,1.185004075000010815e+01,1.999409412074680148e+01,2.312536591157748234e+00,2.340123313603547750e+00
1.529783316582918250e+15,2.030702336538280584e+00,1.183004085000010619e+01,1.973110386692800944e+01,2.307822089040060920e+00,2.340428559634450956e+00
1.538851256281410750e+15,2.030901867798069471e+00,1.182004090000010521e+01,1.947387540278952400e+01,2.303103889360748724e+00,2.340688208767063738e+00
1.547919195979903250e+15,2.031066042400680782e+00,1.180004100000010325e+01,1.922499279053948484e+01,2.298369029104147643e+00,2.340897690242091933e+00
1.556987135678395750e+15,2.031194484741851269e+00,1.179004105000010227e+01,1.898345251498851383e+01,2.293622349097764079e+00,2.341055717049872698e+00
1.566055075376888250e+15,2.031289651520688189e+00,1.177004115000010032e+01,1.874670978910877039e+01,2.288867959848779332e+00,2.341165356974789002e+00
1.575123015075380750e+15,2.031352858347101886e+00,1.176004120000009934e+01,1.851797276201907039e+01,2.284090452939056437e+00,2.341231508826536523e+00
1.584190954773873250e+15,2.031383144492258985e+00,1.175004125000009836e+01,1.829523064688372358e+01,2.279306971339631005e+00,2.341248297886229235e+00
1.593258894472365750e+15,2.031381513676352668e+00,1.173004135000009640e+01,1.807858118995400432e+01,2.274501156022997517e+00,2.341220425386139947e+00
1.602326834170858250e+15,2.031354613391954000e+00,1.172004140000009365e+01,1.786680871572310636e+01,2.269689028188426771e+00,2.341159811720133543e+00
1.611394773869350750e+15,2.031291905487533800e+00,1.170004150000009169e+01,1.766046932846559514e+01,2.264851176938323718e+00,2.341044154522418985e+00
1.620462713567843250e+15,2.031203090157639224e+00,1.169004155000009071e+01,1.745883925203538567e+01,2.260007904034367687e+00,2.340891730618786859e+00
1.629530653266335750e+15,2.031083039123906087e+00,1.168004160000008973e+01,1.726474273079344357e+01,2.255147979644472223e+00,2.340692895090958014e+00
1.638598592964828250e+15,2.030937363740702217e+00,1.166004170000008777e+01,1.707357385284178619e+01,2.250275495853176544e+00,2.340459104641165577e+00
1.647666532663320750e+15,2.030764977530504112e+00,1.165004175000008679e+01,1.688795702675448140e+01,2.245388202269793076e+00,2.340185325387134974e+00
1.656734472361813250e+15,2.030564147610979031e+00,1.164004180000008581e+01,1.670582589873907864e+01,2.240484636353631487e+00,2.339873671331841098e+00
1.665802412060305750e+15,2.030338056942420977e+00,1.162004190000008386e+01,1.652858682021718906e+01,2.235564328444685778e+00,2.339524347930172166e+00
1.674870351758798000e+15,2.030087043433184579e+00,1.161004195000008288e+01,1.635529563938024111e+01,2.230642904181273423e+00,2.339138478946861888e+00
1.683938291457290500e+15,2.029812120604634451e+00,1.160004200000008190e+01,1.618539249826523019e+01,2.225703536785410552e+00,2.338718360500821269e+00
1.693006231155783000e+15,2.029511945186468491e+00,1.158004210000007816e+01,1.602020969824427254e+01,2.220753162757369559e+00,2.338261906958066128e+00
1.702074170854275500e+15,2.029186592316266857e+00,1.157004215000007719e+01,1.585950176171193959e+01,2.215794346931355463e+00,2.337767214030030072e+00
1.711142110552768000e+15,2.028840929275943505e+00,1.156004220000007621e+01,1.570084205275129108e+01,2.210823756499652237e+00,2.337245521387227853e+00
1.720210050251260500e+15,2.028468659232764537e+00,1.155004225000007523e+01,1.554758753237101843e+01,2.205838963467576352e+00,2.336682845065028769e+00
1.729277989949753000e+15,2.028075862771361759e+00,1.153004235000007327e+01,1.539607579325342712e+01,2.200841648595261102e+00,2.336091683641563055e+00
1.738345929648245500e+15,2.027662942786213396e+00,1.152004240000007229e+01,1.524803373312003529e+01,2.195841510007239261e+00,2.335471669854114030e+00
1.747413869346738000e+15,2.027226129825426160e+00,1.151004245000007131e+01,1.510327207062048416e+01,2.190828998122834381e+00,2.334815278587087484e+00
1.756481809045230500e+15,2.026771851141113689e+00,1.150004250000007033e+01,1.496259820057155743e+01,2.185813440940655106e+00,2.334135380658270975e+00
1.765549748743723000e+15,2.026293679851898677e+00,1.148004260000006838e+01,1.482427541262801363e+01,2.180788693159486424e+00,2.333419076977529372e+00
1.774617688442215500e+15,2.025800598823236154e+00,1.147004265000006562e+01,1.468875506879781945e+01,2.175769800131434284e+00,2.332682109450672225e+00
1.783685628140708000e+15,2.025284780701773091e+00,1.146004270000006464e+01,1.455619612228862891e+01,2.170734344552347039e+00,2.331911018504119859e+00
1.792753567839200500e+15,2.024751008043341294e+00,1.145004275000006366e+01,1.442634762364405177e+01,2.165697355002114133e+00,2.331114227367383052e+00
1.801821507537693000e+15,2.024200075337739602e+00,1.143004285000006170e+01,1.429936692009066412e+01,2.160660124420902051e+00,2.330292854698239768e+00
1.810889447236185500e+15,2.023629464742436657e+00,1.142004290000006073e+01,1.417468899611857935e+01,2.155613079655052555e+00,2.329441504512696159e+00
1.819957386934678000e+15,2.023042237890042561e+00,1.141004295000005975e+01,1.405329034718771197e+01,2.150568216414010525e+00,2.328567334951735734e+00
1.829025326633170500e+15,2.022439227951915441e+00,1.140004300000005877e+01,1.393398558909926699e+01,2.145531354666708523e+00,2.327667914828303264e+00
1.838093266331663000e+15,2.021818908722205155e+00,1.139004305000005779e+01,1.381633638198697156e+01,2.140481018064497754e+00,2.326744619932186176e+00
1.847161206030155500e+15,2.021183086021550945e+00,1.137004315000005583e+01,1.370241547295914941e+01,2.135437841877563248e+00,2.325798654288161682e+00
1.856229145728648000e+15,2.020528954298719704e+00,1.136004320000005485e+01,1.359011099046579929e+01,2.130391059815568422e+00,2.324824546321573759e+00
1.865297085427140500e+15,2.019863273933136583e+00,1.135004325000005387e+01,1.348064447005707933e+01,2.125353429343593170e+00,2.323834547426582020e+00
1.874365025125632750e+15,2.019179774494225921e+00,1.134004330000005112e+01,1.337279254754326274e+01,2.120310087742769412e+00,2.322816609346810779e+00
1.883432964824125250e+15,2.018482730580192896e+00,1.133004335000005014e+01,1.326691749350232286e+01,2.115266837370596509e+00,2.321780957358940078e+00
1.892500904522617750e+15,2.017773368315388005e+00,1.132004340000004916e+01,1.316373677872342718e+01,2.110236641116782330e+00,2.320726399977107501e+00
1.901568844221110250e+15,2.017048899318340194e+00,1.130004350000004720e+01,1.306188746888948948e+01,2.105217160156833245e+00,2.319648133519739641e+00
1.910636783919602750e+15,2.016314845525818633e+00,1.129004355000004622e+01,1.296267263687431637e+01,2.100211900536316900e+00,2.318556829222859328e+00
1.919704723618095250e+15,2.015568705135081906e+00,1.128004360000004525e+01,1.286568399081111380e+01,2.095220505618216489e+00,2.317447898716567423e+00
1.928772663316587750e+15,2.014810001014418983e+00,1.127004365000004427e+01,1.277134767553138772e+01,2.090245188729134895e+00,2.316318720650045737e+00
1.937840603015080250e+15,2.014041085889793692e+00,1.126004370000004329e+01,1.267843073010311983e+01,2.085273823276902583e+00,2.315176952582816305e+00
1.946908542713572750e+15,2.013260259495178950e+00,1.125004375000004231e+01,1.258730004101774114e+01,2.080319488226416436e+00,2.314015616865205516e+00
1.955976482412065250e+15,2.012470173750157354e+00,1.124004380000004133e+01,1.249746756662715974e+01,2.075374679425800561e+00,2.312841297215982195e+00
1.965044422110557750e+15,2.011666984738633257e+00,1.123004385000004035e+01,1.240934484615837619e+01,2.070437742356753485e+00,2.311647154817064287e+00
